Comments,Labels
Fairytailsjonath Fairytails oui mam parski élection général c’est circonscription 4 à 14 ki kan zot voter c’est zot ki faire forme gouvernement et lepep dans sa banne circonscriptions la zot conne zis tire caca 💩met PT et sinon tire PT met caca et c’est pour sa raison la ki depi nous l’indépendance zis famille jaghnath ek famille ramgoolam kine roule gouvernment dans Maurice - aster alle comprend ki sane la ki caca 💩 et kisanla li PT entre sa 2 familles la - mo laisse le choix à ou de faire,0
Fairytailsjonath Fairytails dapres ou lopiyon personel sa bane la mm ki bizin reste au pouvoir,0
Fairytailsjonath Fairytails Sa dinasty sa ve dire pa pou capave bouger de pi la dapres ou lopiyon,0
Mowlabocus Aneza mo l'opinion pu moi mo trouve ine arrive l'heure pu bour zot tout dehors et bizin change système la net avant ki nous met ene parti au pouvoir,0
When?,0
Deuxieme britam,0
Joke of the globe,0
Pagla Mamou,0
Full dk,0
BAI pou sponsor li...😂😂,0
ou part I politic pe desan pou ed dimun..,0
"Mariaz feck faire,laisser faire lune de miel el gagne zenfant,pe rode montre kadadak",0
No,0
"Si badain Next pm so guru ki pou vini,paul berenger ek Xavier ena alliance",0
J'ai confiance en vous,0
Ru nu non.long live roshi,0
Si sa vin PM pays fini net... Li meme ki ferme BAI ek Bramber...,0
Top,0
In your dream,0
Badhain mem ki pou vine 1er ministre 2024 💯💯👍👍,0
"Stephan Jean mieux met sakil ou bodha.
Sann la pa ecoute proposition citoyen li.
Kpv to pa konn li en personne",0
Sailesh Raj,0
Maya Ven-Jus,0
Palaniandy Vassoodhàven Palaniandy,0
Vimala Rais,0
Jack Morris,0
Elaheebocus Reshad,0
Rouby Shibdat,0
Begumnouss Nouss,0
Sheela Ki Jawaani,0
Issoop Kausmally Rao,0
Meera Jugatpalsing,0
Oumah Seewooth,0
Resh Ma,0
Soleman Sowdager,0
Soleman Sowdager,0
🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺,0
Haidar Levine,0
"GRRRRRAAAAANNNN NOIR..
SO LARROGENCES PLI FORT KI LIMEM
L'HOMME FRUSTRER KI PANE GAGNE LA CAISSE MINIS FINANCE!!!",0
Noooooon!!! Trop arrogant !!!,0
Marie Syl pourquoi,0
Fairytailsjonath Fairytails c’est juste mon opinion...,0
Marie Syl ok,0
"Marie Syl there is much difference between being arrogant and having a great knowledge and passion do the job. In fact , Roshi Badhain deserves much better to be the next PM. He is actually a hard working guy.",0
"Marie Syl
Well said",0
Those dickheads who laugh let them laugh....,0
Bour Sa osi dehor do,0
Ra Ji li déjà dehors 😁😂😁🤣.. Li pé rode passe diberre pou li ré rentré 😅🤣😁😂,0
Deenarain Lokee,0
Pa pou ena place tro boucou roder bout er nou ki decider la,0
Samem ki Mo pe dir dimoun pa pe kompran. Normal li pou pran tou credit.... Sa ki NOU bizin met bien dan NOU la tet,0
Jean Alain Residu partage sa.. Merci.. Montré couma li été..!,0
Deenarain Lokee un malpropre sa bouc la.,0
Ra Ji exactly un lautre profiteur.,0
Sanla chatwa sousouste sa langetsorma la,0
2 election li pann fouti elu ni placé. N imbecile dernier degré sa,0
Si li satisfait avk LA foule sa pas veut Dire li p prend tout credit. Comme president mauritius vegetables association to panne Gagne role to p rode role,0
Ahmed Kootbaully Morisien pa ress kouyon svp,0
Ahmed Kootbaully kisana president vegetable association?,0
Ahmed Kootbaully Tomêm..to ene grand chatwa Navin...to pe envi donne li to fam...to lib..to kapav al support li..parski bizin ena ene bann kakaliki couma toi maha chatwa...ki pou soutenir ene pilon couma li...,0
Harry Dan lokee meme. Li faire association Faire Planter contributer. Apres disparaitre,0
Kavi Beeharry cause ceki to envie. Si lopposition pas vine ene. Toi ek to femme pou vire govt la,0
Kavi Beeharry alle prend renseigment dans no 13. To pou conner ki parti mo ti sponsor apres to vine zaza,0
Ahmed Kootbaully Ah..bon...si vraiment to inn boire dilait to mama...fer ene live et dire seki to pe dire la..sinon...to inn boire dilait ene sorcier..ou enadilait ene putain dans to laveine..! Tous konn la veriter..ki to eter,0
Kavi Beeharry pas prend li compte ...macro navin sa...pilon la..,0
Cool down ban kam cki envi alle li libre pou alle cki pa envi alle li pa alle moi perso pena non way si li ti bruno ou ban avocat oui mais ban lonpi loppo non merci.,0
To encore rapelle mauritius vegetable association,0
"Deenarain Lokee boss mo compren ou laraz parcki ou p fer compren boucoup kitchose mais ena boucoup pas compren et coz bane cozé ki zot meme pena control lor ceki zot cozé parcki zot p pren politic moris pou 1 bout tissue souy fess
Ou ena control lor ceki ou p dire mais pas lor ceki dimoune compren ek fason zot reagir
Alor svp control ou langage parcki pena oken humain kine boir dilat sorcier et pitin c 1 metier
Calmé ou tention
Bane la met ou dan sac plastic apres pou dire ou ti agent tel parti et bane la ine touy ou
Lekip escadron la dans tou parti politic ena li sa
Met seryé boss
Merci",0
Raggoo Raggs WI to éna raison... Désolé.. Sa bann Leche botte la fer toi sap lor Kal.! Mais mo pas peur ditout.. Parski mo koz franc et direct.. Alors ki sa bann chatwa la.. Pe zis dénigré toi.. Merci,0
Deenarain Lokee dreC keep moving ahead,0
Pooven Tii Madrass,0
Età Pan per Pou to allle plock to pa plis bon qui pravin20 tanzion to croire nou blie toi combien caca ton fane qui li toi Berenger dival tout pareui dehor ban boufon,0
Bobokwa pe manque sa lapo sounouk la extra fort.,0
E babou dan numéro 5 mort al dan numéro 10 aussi mort dire sa prete qui ti dire toi numéro 10 to n winner dire li si la foule pou tolère to présence le 13......apre nous connai vendredi 13 to pa pou n lion.... to pou n mouton parmi les loups...........si pou crier bour li dehors bisin dire bour naveen dehors pas perd nous pas le toi ni pk bisin bour zot tout dehors 🤫🤔,0
Lokhee comme vrai patriote bizin craze msm toute en mem temp pas laisse ptr mmm pmsd revini..bnla p atane nu done nu zefort pou craze msm pou ki zot prend tou credit,0
Reddy Ashanah Sa 1 jolie coser nouvo leader bizin coner couma fane kk pa travail bien bour dehore,0
Systeme Politik bizin changer sinon pa pou capave elimine corruption,0
Reddy Ashanah bien dire sa bro,0
Reddy Ashanah Bonsoir....Si ou intéréssé fer la Politiques Autrement avec l'espoir ki ou pou vinn ène Soldats de sa mama Moris la..Anous Crée listoir et vini vinn zouene nous. Nous Bizin Soldats...pas Agents..Contacter moi dans mo watsapp...59087764. . Merci et Vive la Mauricianisme.,0
Deenarain Lokee tout cki diboute pou craze msm mmm pmsd et ptr mo r zot moi depuis plus ki 10ans mo p fer mo part de chose mo trop loin mais sa pas empeche moi craze zot,0
Mamou navin pa premier minis li pravin ki premier minis kifer ou target li plus,0
Louis Judex Marie Parski limem ki pé amenn rôle agent pinokkio... Si li allé... Mo garantit toi ki sa lepep pou tire sa Pravin dans pouvoir.!,0
Deenarain Lokee li konne le pep fine met li K O 2 fois b pa target li koumsa Parski vraie margorze pa li la.parski le pep in met dan n direction bour pinokio dehor ou p vine fer pinokio gagne l'envie reste Parski ou vine tir PC navin PC paul PC Xavier pinokio pa pou le ale zamain li pou le ale se ki ou bizin fer Mamou porse un p avek sa marie tereze mamou OK,0
"Ena bane dimoune ki trouv zis Pravin navin polo zaza...ena beze la matelot...ouvert lizier bour zot tou dehor lepep...efface tablo re coumence batir nou pays...
Nou pays dan poubelle depi tro longtemp..bizin libere li.lepep ki bixin decider dan moris pa zis papa piti ek polo zaza.bour zot TOUT dehor.swa sa swa rest chato bane lepep...",0
Deenarain Lokee Mo daccord are ou mais li pas une raison pou insilté Navin - keep cool man - l'essentiel c'est faire pinok risse fesse allé.,0
Nou pa ler vieux dinosaur,0
Ra Ji Bonsoir....Si ou intéréssé fer la Politiques Autrement avec l'espoir ki ou pou vinn ène Soldats de sa mama Moris la..Anous Crée listoir et vini vinn zouene nous. Nous Bizin Soldats...pas Agents..Contacter moi dans mo watsapp...59087764. . Merci et Vive la Mauricianisme.,0
BLD,0
Combien écoles 🏫 ena meme surnom et to papa ? Combien statues ena dans Maurice pou to papa ? Combien billets 💵 ena Maurice avec photo to papa? Combien place ena avec nom to mama ??? Causer joe!,0
Justice Equality Bonsoir....Si ou intéréssé fer la Politiques Autrement avec l'espoir ki ou pou vinn ène Soldats de sa mama Moris la..Anous Crée listoir et vini vinn zouene nous. Nous Bizin Soldats...pas Agents..Contacter moi dans mo watsapp...59087764. . Merci et Vive la Mauricianisme.,0
"Kumsaem li ti Dirr Kistnen ti call li, lerr fr verification Entry call or Outgoing jamai ti Ena so Nom. Maha Langta la. 🤣🤣",0
Deepak Beeharry Bonsoir....Si ou intéréssé fer la Politiques Autrement avec l'espoir ki ou pou vinn ène Soldats de sa mama Moris la..Anous Crée listoir et vini vinn zouene nous. Nous Bizin Soldats...pas Agents..Contacter moi dans mo watsapp...59087764. . Merci et Vive la Mauricianisme.,0
Pa laisse nou divisé pou kombat la mafia,0
Mes mo pas 1 fans ramgoolam mes seki mauricien bixin comprend mm kan li ti premier ministre pas ti ena sa kantite crimes cover up la sa ministres ki o pouvoir la p fini mauricien à mort,0
"Marie Pamela Emilien so cover up ti bon li!
Kot nou ti pu conner ki ena dan so coff?soonook comier valise ti prend ti aller avan resultat election??voleur monte kine arrive li??",0
Say NO to DINOSAURS! = say no to RACISTS,0
Ungkoor Rakesh Kumar eski mone dire ou li ti bon la ou bien ou pas comprend kan kozes,0
Marie Pamela Emilien mo pa comprend kozes 😆😆,0
"Marie Pamela Emilien pam c ki mange kk /li pou mange li
Mille fois to dir kk li pou dir non pa kk sa",0
Marie Pamela Emilien ena n lekip p monte pou vine d vide la caise l'ETA zot p vine denigre bane ancient minis zot pa critique seki en function zot n lekip ena sa chef la Lokee,0
Louis Judex Marie moi mo pas ni support ramgoolam ni jugnath mes au moin. Nous bixin realist ki depuis jugnath so piti au pouvoir la tout magouilles mm ki déroulés zot kokin élection 🗳 krasse la casé malheureux vanne agalega kokin cash pour tram 🚈 wakasio crime lor crime so la list long,0
Jinny Iyempermall mauvais,0
Marie Pamela Emilien Oui cpv pas ti ena sa quantiter crime ek cover up la... Mais sa boug la li usi so LAW & ORDER pas bon dutout🙄👎 Li ti bizin fini mette la loi PENDU depi bien longtemp... Pas ti pu ena sa kantiter crime la🙄😔,0
Toi to ene mercenaires envoyé par Pinokio pou divize lopposition mais to pa pou kapave.,0
Li pas cner qui sa la foule p dir BLD y compris li aussi,0
Get aster la ki pe ariver la honte,0
Navin le roi ki pou tir pra20 lor throne,0
John Rayan B to pe bizin met Navin laba pou li kapav fer sa. Be kifer to pa Tir Pravin la to mem. ARET kouyon do,0
"Jean Alain Residu ek navin ti dimoune Happy bro, mais grace a ban chamcha couma toi ki p fr eloz pra20 ki p di tort a ti dimoune. Aret gopia do",0
John Rayan kavé tom lor la tet bro... Politisien pou ress politisien. tou sa letan li ress asizé fodé le 29 oute le pep levé ler la ki li koumanse sorti dan larmwar. Le pep ki bizin bouzé pa Navin..,0
C pour sa ki nous pou ramasse baize tout le temps dans sa pays la dimoune zot mémoire trop courte.Tir pète mette caca.,0
Richard Fleur mauricien sa boss li pou toul temp tir pete met caca,0
"Richard Fleur a part ramgoolam et jugnat ki sanla tone trouve vine lor pouvoir, plus ki 50 ans independence",0
Blanc bonnet bonnet blanc😂🤣😂,0
Boolauck Nirmal Samem ki Mo pe dir la,0
"Li pas oulé comprend ki le peuple pas oulé li, li fine perdi dans élection, fine gagne so coffre, le peuple maltraite li ET li rode revine ministre encore, la Honte li pena , un peu d'Amour Propre Mr Nuvin s'il vous plait, accepter ou défaite et fiasco qui ou fine faire. Laisse place aux autres please",0
It's High Time To Change We Need New Team Avengers,0
Franky i will be last one to get vaccinated.. i dnt trust zem at all .. doctor p koze koumdir limem fabric vaccin li pli kne ki tou zot ... alire lor polio .. kouma ine gagne sa malade.. ale fer zot prope recher .. ki billgate ine fer .. ine fer dimoune kouma cobaye ..ek zordi li revini ..,0
Mohammad Yasin Sahebdin Sa em ki zot p rod fer r nou vin zot cobaye,0
Mohammad Yasin Sahebdin so poche inn fini plein,0
B met tous composant vaccin public coume sa tous dimoune à coner arki li allergie si allergie ar aspirine capave faire vaccin,0
Kline Delice tout à fait d'accord avec vous,0
Eski toi to fine fini faire vaksin astra zeneca ou to pou faire lott brand ki pli bon,0
"Jee Hash pena rien ki pou pli bon. Tou pou ena so leffet dan 5 ou mem 10ans! La question c eski sa banla pou fair mem sa ban vaccin la?! Mais bon, sa nou pa pou conne jamais",0
Yes he has done it. Please check his fb page..,0
Samiya Issopjee-Peerbocus qui ou conner mors l'effet a long terme.... ou ene spécialiste virologie,0
Samiya Issopjee-Peerbocus ki vaksin pli bon astrazeneca ou pfizer?,0
"Jee Hash
Sa ki monn apran Pfizer pli meilleur",0
Jee Hash as a matter of fact Li fer vaccin la.,0
"No problemo doctere! Mais kifere bizin signe consent form la si péna aukaine probleme? That is the question! Meme si ena any negligence, pa pou ena aukaine recours! B pas normal, Boss!",0
Ashley Nuckchady well said,0
Merciiii et bravo Docteur 👌👌👌,0
Francoise LeClezio Faut lui demander pourquoi les autres pays ont suspendu le vaccin.,0
Steeve George OMS a donne so feu vert depuis longtemps on attend lAgence de Medicament auj..voila,0
Francoise LeClezioFrancoise LeClezio En tout Cas moi je ferais l'impasse dessus.,0
Steeve George c comme vous voulez!!j'espère que vous n'aurez pas a voyager,0
"Francoise LeClezio Non, Bonne soiree et sois epargnee du covid😉😉😉",0
Steeve George 👍👍,0
Moi jai fait le vaccin🤗,0
"Francoise LeClezio Que Dieu vous protege, gente dame.",0
Steeve George 👌👌👌,0
"Bien sur, les cobayes , faut les essayer dans toutes les categories - diabetiques, cardiaque, asthmatique, et touts !!!",0
Meem Blazed avant ils disaient pas de vaccin pour les personnes diabétiques et voilà aujourd'hui c'est le contraire. Eux même ils ne savent plus quoi dire à la population.,0
"Ena 400 millions dimoune fini vacciner, in fini dépasse stage cobaye depuis longtemps la.",0
"Jean Daniel mdrr, ou p attane effect secondaire dans 2-3 semaine ??? Prier pou ki bann kinn fer vaccin pas gagne enfants avek 3 lamain- 4 lipieds !!! Esperer dans 5-6 ans pas tann dir ADN pann modifier, anticorps p auto-diminuer... la liste est longue grand dimoune... mdrrr- stage cobaye in fini passer 😂😂😂",0
Mo nepli croire ban docteur la tete pied ni!,0
Deel Esh ..decapotable,0
Deel Esh ou xtra comic ou 🤣🤣🤣,0
Deel Esh is 👍,0
What guarantees of no adverse effects after 6 or 8 months? Have nt this vaccine recently made? When was it tested? So why this consent form.? Its clear something not clear even more for Covaxin as not yet approved by WHO.,0
"Ici en France 🇫🇷 pe dire diabétique et dimoune problème de santé C déconseiller Maurice pe dire vacciné, qui pou comprend la ?",0
Johna Cesar P rod envi envoy nou manger avant ler 🤔😁,0
Ici nous bane docteurs en ministres zot tout ine alle même lekol ki Harry Potter.,0
Faire gagne la list composants du Vaccin. At least nu capave connais ek dire si nu allergique ou pas.,0
"Depi J. Sins inn amenn role dokter, mo trouv la plupart dokter ena sa model latet la.",0
Zubair Cassim Dilmahomed Latet cocovid,0
Zubair CassimTjours toi! 😂,0
Ala bane cardiac mort pli vite 😱 après pou dire ine mort d’un arrêt cardiaque rien à voir avec le vaccin 🙄😣,0
Bien dire,0
Nadine Beeroo ler la pas pu paie pension,0
Nadine Beeroo wa airhotesse fek mort la,0
Nadine Beeroo saem sa,0
Nadine Beeroo et surtout li supposer so leker en bon etat akoz li voyage souvent aster zot vine raconte zistoire zis neeta nuckched ki so santé pas bon kan pou ale la court,0
Rene Ballgobin zot croire morisien couyon 😂,0
Nadine Beeroo bien oui e zot prnd morisien pou couyon.,0
"Nadine Beeroo
Well said dis
Après pr dire mort naturelle sa",0
"Merci pour explication simple et précise pour expliquer l'effet du vaccin et surtout pour l'allergie à la pénicilline comme jai dit a un confrère du centre de vaccination
qui a refusé ce type de patient
Pfizer a commencé l'étude sur les enfants espérons que cest pour le mieux",0
"Ene vaccin trial and error ,encore bizin sign consent form,en principe pou met ene Vaccin lor marcher bizin atan au moin 10 ans ici Vaccin covid couma ine decouvert pe faire vaccin desuit
Side effect,sa vaccin la si li cree ene lot malade Dan's lecorps ki patient la pou faire pas pou capave poursuive personne",0
"Ene mois de cela sa bn patients la pa ti ggn droit faire vaccin, aster p dir ggn droit faire..
Are mauritians some kind of joke to you twats?",0
Javedkhan Soobratty 🤣😂😘😘😘🥰,0
Dr shamloll faire vaccin la li..li pou trouver ki so cheveux pousser 1seul coups.,0
"David Espiegle li fine faire li, il lors so.page Facebook.",0
Jean Daniel how do you know if its the same vaccine,0
David Espiegle 😀😃,0
Ban dimoune diabétiques et cardiaque c'est comme le suicide direct si ces personnes se fait vacciné !,0
Avishek Bhandoa docteur twa?,0
Avishek Bhandoa raison?,0
"Avishek Bhandoa il y en a qui l'ont déjà fait. Je connais une dame qui a informé qu'elle est diabétique,poutant elle a été piquée quand même. La pauvre ne comprenait Rien. Cest triste.",0
Avishek Bhandoa exactement li cause blood clot,0
MAha Rudram Cpv li ena raison sait-t-on jamais?🤔,0
"Allergique aux composants du vaccin.
Comment le savoir, on ne sait pas de quoi est fait ce vaccin..",0
Rainier Rosset de singes mauriciens surement!,0
"Et Docteur, permettez moi de vous poser cette question logique..
Dans votre interview vous dites ""même les personnes qui ont fait des allergies à la pénicilline peuvent êtes vaccinés, mais pas celles qui sont allergiques aux composants du vaccin ».

Alors comment ces individus qui souhaitent être vacciné et qui font déjà la queue dans les centres peuvent savoir si ils sont allergiques aux composant du vaccin quand comme vu dans les médias les questions du docteur vis à vis du patient sont ""avez vous des allergies, êtes vous allergique a certains médicament, avez vous déjà fais un test PCR ?",0
Yannick Élysée trying to be in good books of government bcz he was in good term with baichoo,0
Yannick Élysée you nailed him.,0
Et vous aller prendre la responsabilité en cas de réaction du vaccin,0
"Okay si c komsa, why don't you dear doctor take a pledge to take full responsibility for any cardiac or diabetic person who gets any adverse effect of the vaccine including death please. After all the research you've done, it's the least u could do for your country 🙂",0
once you sign the consent form you are the only one liable for your actions ...so why ask someone else for his opinion??? Good luck.,0
"Vaccin la li pas guérit malades couma ou dire , sa nous coné, be ki faire bizin vaccine les gens en bonne santé si perna magouilles ladans....",0
If you take the vaccine your health insurance will be void!,0
Non merci docteur,0
Steeve Wong To perrr!!!!!! moi mo ti pu met poison dans vaccin kant ban l'opposition p fer vaccin,0
Steeve Wong 😂😂😂😂😂,0
Jagatpoil so grand frère ça ?même la tête🤔,0
Kouma dir p dir ale mort dow.,0
Jes Si Ca nico a fait pas de problème ni fièvre ni courbatures sa fait 15 jours déjà pas de souciii,0
Susie L'Ecluse oui mais Nico est en bonne santé. Et qu'en est-il pour ceux et celles qui ont déjà de gros problèmes cardiaque ou diabétique à un niveau pas possible entre autres.,0
Jes Si Ca ouii sa c'est une autre histoire en tout ka moi suis pas pressé a le faire nico obliger vu qu'il est à lhotel,0
"You know what - just start running behind people on the streets with the syringe in your hand - but you'll have to run really fast!!! Continue to do so every day, three times a day until you've jabbed everyone! Brillant no??? Maybe a byriani takeaway would help though...🤔",0
"Tout dimun gagne droit vacciner, ceki bans doc pe dire, parski deja si kiken p mort zte pas pu reponsable!!!! Ni ministere, ni bans docs!!!

Alor nimporte ki malade ou ena, grave ou pas.. P faire ou fr vaccin em!",0
"Mauritian peoples are the cobaye, after testing with normal people now you are intending to test it on diabetes patients,,,",0
Moi pa p faire confiance vaccin la ditou. Ler moi p get sa bne CLOSE ki ena encore lor la la.. Moi pli pa envi ale faire vaccin. Moi prefere die avec covid ki enleve moi mo bne droit. Deza moi pa faire politicien confiance la mo penC mo ena droit pa envi ale faire,0
"Tou docteurs p dir kv fer vaccin, ici dimouns p ecoute politichiens. Lot kut kan malade ou kv al guet politichiens",0
Devesh Rai to bizin preciser ki ban docteur en 2020 sa ban docteur la meme ti dire toi reste kot toi pas sorti lerla zot ti p profité donne coup de main trace zot business,0
Seki in Fer Stent Dan arter cpvfr sa vaccin LA?,0
Tres contradictoire de medcin a medcin. Chaque cas es unique pkoi généralisé après si il ya complication decharge signé. On dit quoi a la famille oups pas chance.,0
Mo ine ecoute li cozer dans ene émission dans Mbc hier. Vraiment tres intelligent.,0
Eleehar Devanand intelligent comme un livre fermé,0
Suzie Pierre mo comprend mais pas blier li ene responsab dans ene lopital public. Li important li bien calculer avan li cozer. Respect for him.,0
Yes dr I will get vaccinate but I'm waiting 4 the 3 clauses to be off from the vaccination form we cant know wat will happen next bc I'm a diabetic personne,0
we cnt take that risk to get cardiac patient vaccinated. i dnt think its safe .,0
Ki sannla poi krwar la ..Dj Ganess dir bann allergie a penicillin pa kapav fer sa vaccin la ..sann la dir kapav fer...Ki vraiee,0
"Christian Ponien I believe the cardiac surgeon, Dr Guinness. He has clearly said that those who are allergic to penicillin and aspirin should not take this vaccine.",0
"Zot pas conne vaccine vraiment zotte ape

Zot pas conne vaccin vraiment zotte ape decouioner",0
Christian Ponien zordi jour couma fini vine medecin zotte pense pou range letage lor la case,0
Boss ou pou elimine sa bne dimune cardiac la ou. Pa fr sa. Europe p bane zafr la akoz sa bne probleme la,0
Reflechi bien avant fr sa vacin la.boucou p dir pa fr sa mem banne grand pei p annule tou ici c 1plaisir p dir al fr vacin,0
Lalita Malaree nou pas 1 grand pei nou,0
Lawshikh Boodhun alors lerla nou bizin mort vilain nou bizin fr cobbay gouverment avant ti afrique aster moris si twa ek ti la fami p dacor r vacin la Mr ou lidre pou al fr li.ti pei grand pei nou tou humain,0
Lalita Malaree pa v dir ki nou pou mort villain. Dan 30 million dimoun 30 in ggn complication. Nou population ena zis 1 million. Propose 1 lot solution si to ena. Covid in fini coz la mort 10 dimoun. Nou bizin kav pren le risk,0
Lawshikh Boodhun to conner sa pou vine mari vilain si nou continier sa Dba la.Mr ou lidre al fr ou vaccin mwa non,0
met sa en ecrit..ou signer??? merci,0
Quand gaigne kado l'aticle la ine mal faire bizin ena defaut ladans bizin tir frais prodution kit pas tire profit mais frais travailleur bizin tirer la ine gaigne kado r l'erope pe tire frais,0
Aprer kan patients la mort so famille pa gagne droit poursuive person mam,0
Kifer tou bane dimoune ki pena cheveux mem ki p dir vaccin la corek?,0
"Pays ct p produre Vaccines la p dir encor lor trial..non b ki to eté toi? To pa bon Dieu non .
B bousse ou l...",0
Mais il veut exterminer les gens plus vite,0
Ala n lot cocovide nkor kot zot p saP sa ban cocvide la,0
Tout docteur in pret serment pu zot profession mo esperer zot p respecter li sinon la haut la pu trap zot for sure 🤔,0
They Should then reveal the components of the vaccin public for us to understand,0
Saki mo capave dir mwa mo pa pu fer sa zame .zzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,0
Et ceux qui sont allergiques aux crustacés?,0
"Sweetie Dimba Dr Guinness had also said that if you are allergic to some food, u should not take this vaccine.",0
"Sweetie Dimba sorry, I mean Dr Gunness.",0
esqi doctor li ale dan sa laboratoir la line ale travail la ba pou livine explic sa virus la ce ene virus qi tire dan ene lot lecorp pou detruir nous propre virus qi dan nous le corp,0
Jean Claude Gontran mone al fer vaccin la. Mo bien. Mo pou al fer 2eme la tout. Kan ine arive to lhr al fer li.,0
Jean Karl Gontran essqi jot ine signe ene contra laba osi,0
"Jean Karl Gontran nous pe encore atane, même pas un ans fini trouve Vaccin et pas encore sur si li efficace, nous très septique, plusieurs pays fine stoppez y compris la France 🇫🇷, seule chose qui bien ici, tout dimoune alle faire teste pou capave alle travaille et pour capave être en famille, Prends soins de vous bisous à vous deux",0
"Tu sais je lis bcoup et je rgarde bcoup de vidéo sur ce sujet. Corona existe depuis 2002 mais connu sous le nom de SARS-COV. Une 2eme en 2012 le MERS/CoV et le SARS-CoV-2, coronana virus plus connu sous le nom de covid 19. Depuis 2002 le corona existe et depuis on cherche des vaccins pour pouvoir éradiquer ce virus mais malheureusement le corona apparait mais un peu plus sévère. Covid 19 est bcoup plus dangereux dans le sens que ce virus a des couronne( des ventouses) qui s’agrippe aux cellules et multiplie. Mais le vaccin détruit les couronnes et empêche le virus de s’agripper aux cellules( donc ne se multiplie pas et meurs après quelque temps. Le vaccin ne tue pas le virus mais l’empêche de se multiplier. C ki rentrer mort après quelque temps. Aucun vaccin n’est fiable à 100%.
Si on ne se vaccine le virus se multiplie et tue.",0
Kan dimoune cardiac et diabetic la mort kisana pu perdi?,0
"Person pane remarquer ki gov ek ban assosier p servi toute sort kaliter strategie direct ou indirect pour convaincre nou pou fr sa vaccin covid la?? Li pas asser claire c ene lord dpi new world order sa parski zot ena ene plan par lasuite? Zot pas truve ban president, PM a traver lemond p vine lor TV p montrer zot osi p fer sa vaccin la?(definitivement daprer mo lopinion c pas sa vaccin la ki ti ena dans syringe la) Zis pour acheter nu trust.. !! Zot pas ti remarker atraver lemond ban pm et president ti fr rol covid positive et ti p fr self quarantine?? Tou sa zis pou fr le peuple croir ki zot osi zot dans mem bato... ""big lol"" car zot free from all sort of diseases.. bcp cner ban ki dans NWO deja ena antidot tou kaliter virus ou maladie ki exister... akoz samem zamai tend dir zot p mort dans clinic... ! Reflechi! Zot cree ban dilema lor vaccin ... mai vaccin et agenda ti deja exister.. zis ine fr media montrer nu kuma p fight pou develop vaccin....
Et OMS so role c converti agenda en realiter..!
Dans place zot laise zot brainwash are tou organisation ou docteur(zot pas entore, mai servi doctor pou pass message la pourki ou kpv trust). Alle fr research lor ban plan NWO.. depopulation.. human control..etc.. merci",0
"Uzzy KM frere to enn cerveaux twa, depi enn bann moment MO p observer Ena kitchose louche Dan sa zaffer la. E mark garder tou dimune ki p fer sa VACCIN LA sois zot Mort sois zot pu souffer avk bann malade bien grave.",0
"Sawaruth Ashvin SA zot pou fer latet lipied pou convaince lepep enentier.. tou pm, president et tou ban membre NWO (franma.....) ine gagne mem lord pou complet zot agenda...ziska zot pou mem alle rod tou ban personage ki nu fer confiance pou vine dir nu fr vaccin la.. ziska pou mem peut etre servi ban chef religieux.. mai zot p check situation.. bu principal entier lemond c met tou business down.. amend laloi pension schemes.. et fr tou dimune souffer fimancierement pour ki nu dir nu fr vaccin la... pas blier combier fois zot p dir si nu pas envi nu leconomie tomber.. a b fr vaccin la!",0
Biensure puis qui zot pas prend sarz si nou ggn kitsoz ar sa vaccin la acoze faire signe papier pou piker sa,0
"Sane la ousi 1 chamcha sa, pou ki li P prend dimounes , hein!? 1 vaccin pas 'prouV' efficace lor zenfants !? Bane vaccins ki tou dimounes ine faire etant BB, alors !?",0
Ki garanti ena r sa vaccins la n tas zotes peut causer,0
Dr shamloll to pou capav prend sa responsabilite la et moi conseil dimoune PA sign sa consent form la,0
Vous êtes qui vous un homme.?inquiète ou pou ou famille ou bane proche pe envie gagne l'argent lors la tête dimoune.qui ou pe prend nous prend tout bane vaccin pou ou 🤮,0
Ti bizin fer 1 Survey lor bne patients Diabetiques etc so la sanT apres sa Vaccination la...👌,0
Radha Krishna zot pou dir tou korek pna problem,0
Radha Krishna mo soeur qui Diabétique et problème rénale ine vaciner ine gangne 20 jour pour instant ni fivre ni allergique,0
Nicole Moorghen leffet ban pou dan limmediate de tte facon! Mais esperons ki tou vas bien pou ban dimun kin all fair vacciner!,0
1% si m Pas croire zot 🙄,0
Fami are Dr Jagujpal sa !,0
Fer li ou moi no merci docteur jesus pour protege nu li lille maurice pour jesus pa pour docteur,0
touyé pas laisse mort comme dit 1ancien dans mo l'endroit,0
Pascal Scalpa Saide Fort nette ca bro.,0
"B kifer p fer nous signe sa form la avant vacciner? Eski ti fer nous signe form avant fer vaccin polio, tuberculose, rubeole etc NON..... b kifer aster bizin nous consentement avant vaccine nous?? Enan buku zone d'ombre ladan.... 1 kestion PLUS IMPORTANT ENCORE..... SI 1 DIMUN FINI FER VACCIN LA, ESKI LI KPV INFECTER BNE LEZOT ki penkor vacciner??? Si oui b si mo vaccine moi et dan mo lakaz enan 5 dimun ki pas vacciner b mo pu infecter zot????",0
Kmbien kas to gnr pu coz sa bout la,0
Queeny Diana aster to zafair payer to cozer to gagne kas,0
